pali,pos,meaning,root,construction,pattern,cl.
soracca,nt,kindness; gentleness; compassion; (comm) good conduct,"√ram 1 a (delight, please)","su > so + √ram + ta + *ya
surata + *ya",a nt,9
soḷasa 1,card,sixteen (16),,cha > soḷ + dasa,a1 card,12
svākkhāta,adj,well taught; well preached; well explained,"√khā 1 a (tell, announce)",su > sv + ā + √khā + ta,a adj,11
va 1.1,ind,like; as,,iva > (i)va > va,,13
vacanīya 2,ptp,should be spoken (to); should be told (to); should be said (to),"√vac 1 a (say, speak)",√vac + anīya,a ptp,14
vaccha 1.1,masc,calf; yearling; young animal,,,a masc,2
vajja 2.1,nt,fault (of); error (of); mistake (of),"√vajj 8 *e (turn, avoid)",√vajj + ya > vajja,a nt,14
vajjavant,adj,at fault; in error; with mistakes,"√vajj 8 *e (turn, avoid)","√vajj + ya + vant
vajja + vant",ant adj,6
vaḍḍhati,pr,increases (in); grows (in); develops (in),"√vaḍḍh 1 a (grow, increase)",vaḍḍha + ti,ati pr,3
vata 1.2,ind,certainly; surely; indeed,,,,13
vatta 1.1,nt,custom; practice; way of life; behaviour,"√vatt 1 a (be, proceed)",√vatt + a,a nt,9
vattati 1,pr,proceeds; continues; goes forward; practices,"√vatt 1 a (be, proceed)",vatta + ti,ati pr,3
vattha 1.1,nt,cloth; clothes; robe,"√vas 8 *e (wear, dress)",√vas + ta,a nt,9
vatthi 1,fem,bladder; urinary tract,,,i fem,8
vatthu 2,nt,site; location; base; grounds,√vas 1 a (live),√vas + tu,u nt,9
vadati 1,pr,says (to); speaks (to); tells (to),"√vad 1 a (say, speak)",vada + ti,ati pr,3
vadeyya,opt,would say; could speak; could tell,"√vad 1 a (say, speak)",vada + eyya,ati pr,7
vanatha 2.1,masc,desire; craving,"√van 7 o (like, desire)","√van + a + tha
vana + tha",a masc,2
vanta 1,pp,vomited; purged,"√vam 1 a (eject, vomit)",√vam + ta,a pp east,11
vasa 1.2,masc,control (over); authority (over); power (over); mastery (over),"√vas 1 a (want, control)",√vas + a,a masc,2
vasati,pr,lives; stays; resides (in),√vas 1 a (live),vasa + ti,ati pr,3
vassa 3,nt,year,√vass 1 a (rain),√vass + a,a nt,9
vā 1,ind,or; either or,,,,6
vāṇija,masc,trader; dealer,,vaṇija > vāṇija + *a,a masc,2
vāta 1,masc,wind,"√vā 1 a (blow, emit odour)",√vā + ta,a masc,11
vāda 4,masc,saying; mentioning,"√vad 1 a (say, speak)",√vad > vād + *a,a masc,2
vādī 1,adj,speaking; saying; telling,"√vad 1 a (say, speak)",√vad > vād + *ī,ī adj,5
vāyamati,pr,tries (to); makes an effort (to); strives (for); exerts oneself (to),"√yam 1 a (control, strive, end)",vi + ā + yama + ti,ati pr,3
vikappa 1.1,masc,alteration (to); improvement (to); distinction (regarding),"√kapp 1 a (be fit, be suitable)",vi + √kapp + a,a masc,2
vicāreti 1,pr,thinks actively; contemplates; investigates; examines,"√car 1 *e (move, walk)",vi + cāre + ti,eti pr,14
vicikicchituṃ,inf,to doubt; to be uncertain,"√cit 8 sa (think, intend)",vi + cikiccha + ituṃ,,9
vijānāti 1,pr,comprehends; understands; recognises; distinguishes; is aware (of),√ñā 5 nā (know),vi + jānā + ti,āti pr,3
vijjati 1,pr,exists (in); is found (in); is present (in),"√vid 3 ya (be found, exist)",vijja + ti,ati pr,13
vijjā 1,fem,knowledge; wisdom; understanding,"√vid 3 ya (know, understand)",√vid + yā,ā fem,7
viññāṇa 1,nt,awareness; consciousness; mind; fifth of the five aggregates,√ñā 5 nā (know),vi + √ñā + aṇa,a nt,9
viññū 1,adj,wise; intelligent; discerning; knowledgeable,√ñā 5 nā (know),vi + √ñā + ū,ū adj,6
viññū 2,masc,wise person; sage; knowledgable man; intelligent person,√ñā 5 nā (know),vi + √ñā + ū,ū masc,6
vitakka 1,masc,thought; reflection; pondering,√takk 8 *e (think),vi + √takk + a,a masc,2
vitakketi,pr,thinks (about); reflects (on); ponders (over),√takk 8 *e (think),vi + takke + ti,eti pr,3
vitthārena 1,ind,in detail; in full; thoroughly,"√thar 1 a (spread, expand)","vi + √thar > thār + *a + ena
vitthāra + ena",,13
vidū 1,adj,wise; knowing; understanding,√vid 1 a (know),√vid + ū,ū adj,6
vinaya 1,masc,discipline; training,"√nī 1 a (lead, carry)",vi + √nī > nay + *a,a masc,2
vinassati 1,pr,perishes; is destroyed,"√nas 3 ya (be lost, disappear)",vi + nassa + ti,ati pr,3
vinipāta,masc,state of suffering; purgatory; underworld,√pat 1 a (fall),vi + ni + √pat > pāt + *a,a masc,2
vineyya 1,ger,removing; getting rid (of),"√nī 1 a (lead, carry)",vi + √nī > ne + *ya,,8
vipassanā,fem,insight; penetrating internal vision; introspection,√dis 1 a (see),vi + passa + anā,ā fem,7
vipāka 1,masc,(of an action) result; outcome; consequence; fruit,"√pac 1 a (cook, mature, ripen)",vi + √pac > pāk + *a,a masc,2
vippaṭisārī,adj,remorseful; regretful; repentant; sorry,√sar 1 a (remember),vi + pati + √sar > sār + *ī,ī adj,5
vippamutta,pp,freed (from); released (from); saved (from),"√muc 2 ṃa (release, free)",vi + pa + √muc + ta,a pp,11
vippahāya,ger,completely abandoning; totally renouncing,√hā 1 a (abandon),vi + pa + √hā + ya,,8
vibhaṅga 1,masc,analysis; classification; breakdown,"√bhañj 1 a (break, destroy)",vi + √bhañj > bhaṅg + a,a masc,2
vibhajja 1,ger,analysing in detail; classifying; explaining in detail; picking apart,"√bhaj 1 a (divide, distribute)",vi + √bhaj + ya,,8
vibhāvayati,pr,understands clearly; perceives distinctly,"√bhū 1 *aya (be, become)",vi + bhāvaya + ti,ati pr,14
vibhūsana,nt,decorating; adorning,"√bhūs 1 a (adorn, decorate)",vi + √bhūs + ana,a nt,9
vimuccati,pr,is released (from); is free (from),"√muc 2 ya (release, free)",vi + mucca + ti,ati pr,13
vimucci,aor,became free (from); was released (from); was liberated (from),"√muc 2 ya (release, free)",vi + mucca + i,i aor,13
vimuccituṃ,inf,to become free (from); to be released (from); to be liberated (from),"√muc 2 ya (release, free)",vi + mucca + ituṃ,,13
vimutta 1,pp,freed (from); liberated (from); emancipated (from),"√muc 2 ṃa (release, free)",vi + √muc + ta,a pp,11
vimutti,fem,release; liberation; deliverance; freedom; emancipation,"√muc 2 ṃa (release, free)",vi + √muc + ti,i fem,8
viraja,adj,pure; stainless; untainted,√raj 1 a (colour),vi + √raj + a,a adj,11
virajjati 1,pr,becomes detached (from); loses interest (in); becomes dispassionate (towards); gets bored (with),√raj 3 ya (desire),vi + rajja + ti,ati pr,13
virajjituṃ,inf,to lose desire (for); to become detached (from); to lose interest (in); to become dispassionate (about); to get bored (of),√raj 3 ya (desire),vi + rajja + ituṃ,,13
virāga 1.1,masc,fading of desire (for); dispassion (towards); detachment (from); indifference (to),√raj 3 ya (desire),vi + √raj > rag > rāg + *a,a masc,5
virāga 2.1,masc,fading (of); disappearance (of); cessation (of); destruction (of),√raj 1 a (colour),vi + √raj > rag > rāg + *a,a masc,2
virājiya,ger,cleansing; purifying; removing,√raj 1 *e (colour),vi + rāje + iya,,14
viriya,nt,effort; energy; might; power,"√vīr 8 *e (be heroic, be hostile)",√vīr + iya,a nt,9
visahati 1.1,pr,is able (to),√sah 1 a (be able),vi + saha + ti,ati pr,3
visaṃyoga 1,masc,detachment (from); separation (from),"√yuj 2 *e (yoke, join)",vi + saṃ + yoje > yoge + a,a masc,14
visuddha 1,pp,cleansed; purified; refined,√sudh 3 ya (be pure),vi + √sudh + ta,a pp,11
visuddhi 1.1,fem,purity (of); purification (of); holiness,√sudh 3 ya (be pure),vi + √sudh + ti,i fem,8
visesa 1,masc,distinction; attainment; superior state; eminence,"√sis 8 *e (remain, distinguish)",vi + √sis > ses + *a,a masc,2
vissajjetvā 1,abs,having released; having let go (of); having got rid (of); having given up,"√sajj 1 *e (relinquish, let loose)",vi + sajje + tvā,,14
vissuta,pp,famous; renowned; heard of far and wide,√su 4 ṇā (hear),vi + √su + ta,a pp,11
vivattayi,aor,untied; unravelled; (comm) torn out,"√vatt 1 *aya (be, proceed)",vi + vattaya + i,i aor,14
vivicca,ger,separating (from); aloof (from),√vic 1 a (separate),vi + √vic + ya,,8
viveka 1,masc,seclusion; solitude; detachment; disengagement; independence,√vic 1 a (separate),vi + √vic > vec > vek + *a,a masc,2
vivecetuṃ,inf,to separate (from); to dissuade (from),√vic 1 *e (separate),vi + vece + tuṃ,,14
viharati 1,pr,lives (in); dwells (in); stays (in),√har 1 a (live),vi + hara + ti,ati pr,3
viharanta,prp,living (in); dwelling (in); staying (at); remaining (in); continuing (in),√har 1 a (live),vi + hara + nta,anta prp,10
vihareyya,opt,could live; could stay (in),√har 1 a (live),vi + hara + eyya,ati pr,7
vihārī,adj,(of a state of being) living in; who has; being,√har 1 a (live),vi + √har > hār + *ī,ī adj,5
viheṭhayanta,prp,harming; vexing; annoying; troubling,"√heṭh 8 *aya (harass, annoy)",vi + heṭhaya + nta,anta prp,10
vīmaṃsā 1,fem,inquiry; judgement; investigation; discrimination,√man 3 sa (think),vīmaṃsa + ā,ā fem,7
vīriya 1,nt,effort; energy; might; power,"√vīr 8 *e (be heroic, be hostile)",√vīr + iya,a nt,9
vīsati,card,twenty (20),,dvi + dasa + ti,i card,12
vīhi,masc,rice paddy; Oryza sativa,,,i masc,4
vuccati,pr,is said to be; is called,"√vac 1 ya (say, speak)",vucca + ti,ati pr,13
vuṭṭhāpiyamāna,prp,being raised; being lifted up,√ṭhā 1 *āpe + iya (stand),[v] + ud + ṭhāpiya + māna,māna prp,14
vutta 2.1,pp,said; told; spoken; mentioned,"√vac 1 a (say, speak)",√vac > vuc + ta,a pp,11
vusita 1,pp,fulfilled; completed; finished,√vas 1 a (live),√vas > vus + ita,a pp,11
vūpasama 1,masc,peace (of); calming (of); subsiding (of); settling (of),"√sam 3 ya (be calm, be tired)",vi + upa + √sam + a,a masc,2
vedanā 1,fem,"(pleasant, unpleasant or neutral) felt experience; feeling; sensation; second of the five aggregates","√vid 8 *e (know, sense, feel)",√vid > ved + *anā,ā fem,7
veditabba 1,ptp,can be known (by); should be understood (by),"√vid 8 *e (know, sense, feel)",vede + itabba,a ptp,14
vedeti 1,pr,feels; experiences; senses,"√vid 8 *e (know, sense, feel)",vede + ti,eti pr,3
vepulla 1,nt,expansion; full development; maturity,√pul 8 *e (increase),"vi > ve + √pul + a + *ya
vipula + *ya",a nt,9
veyyākaraṇa 1,nt,answer; reply,"√kar 7 o (do, make)","vi > vy + ā > vyā > veyyā + √kar + aṇa + *a
vyākaraṇa + *a",a nt,9
vera,nt,hatred; ill-will; animosity; antagonism; hostility,"√vīr 8 *e (be heroic, be hostile)",√vīr > ver + *a,a nt,9
vesālī,fem,name of a city; capital of the Licchavis,,,ī fem,8
vehāsaṃ,ind,in the air; in the sky,,vih<b>āya</b>sa > veh<b>ā</b>sa + aṃ,,13
voropeti,pr,deprives (of); removes (from); cuts off (from); takes down (from),"√ruh 1 *e (ascend, grow)",vi + ava + rope + ti,eti pr,14
vosāna 1,nt,perfecting; accomplishing; attaining; mastering,"√sā 1 a (complete, accomplish)",vi + ava + √sā + ana,a nt,9
voharati 1,pr,speaks; communicates; gives expression; uses language,√har 1 a (carry),vi + ava + hara + ti,ati pr,3
vyākaraṇa 1,nt,answering; replying,"√kar 7 o (do, make)",vi > vy + ā + √kar + aṇa,a nt,9
haññati 2,pr,is hurt; is killed; is destroyed,"√han 1 ya (strike, kill)",hañña + ti,ati pr,13
haññamāna 1,prp,being struck (by); being beaten (by),"√han 1 ya (strike, kill)",hañña + māna,māna prp,13
hata 2,pp,killed (by); slain (by),"√han 1 a (strike, kill)",√han + ta,a pp,11
hattha 1,masc,hand,,,a masc,2
harati 2,pr,takes; steals; robs,√har 1 a (carry),hara + ti,ati pr,3
haritabba,ptp,could be carried; can be taken,√har 1 a (carry),√har + itabba,a ptp,14
hāraka 1,masc,carrier; bearer,√har 1 a (carry),√har > hār + *aka,a masc,2
hi 1,ind,indeed; certainly; truly; definitely,,,,13
hita 3,nt,welfare (of); good (of); benefit (of); blessing,"√dhā 1 a (place, support)",√dhā > (da)h + ita,a nt,11
hitāya,nt,beneficial (for); advantageous (for),"√dhā 1 a (place, support)","√dhā > (da)h + ita + āya
hita + āya",a nt,9
hitvā,abs,having left; having left behind; having abandoned,√hā 1 a (abandon),√hā + itvā,,8
hiri,fem,sense of shame; modesty; conscience; sense of right and wrong; scruples; (comm) originating from inside,√hir 3 ya (be ashamed),√hir + i,i fem,8
hirimant,adj,having a conscience; with scruples; with an internal sense of right and wrong,√hir 3 ya (be ashamed),"√hir + i + mant
hiri + mant",ant adj,6
hīna 1,pp,low; inferior; deficient,√hā 3 ya (decrease),√hā > hī + na,a pp,11
huta 2,pp,offered,"√hu 1 a (pour, offer as oblation)",√hu + ta,a pp,11
huraṃ 1,ind,there; in another world,,,,13
hoti 1,pr,is; becomes,√hū 1 a (be),ho + ti,hoti pr,4
hotu 1,imp,may it be (for)!,√hū 1 a (be),ho + tu,hoti pr,4
hotha,imp,may you all be!; I pray you all may be!,√hū 1 a (be),ho + tha,hoti pr,4
hontu,imp,may they be!; they must be!,√hū 1 a (be),ho + ntu,hoti pr,4
kabaḷī,masc,lump; morsel; mouthful; lump of food,,kabaḷa > kabaḷī,ī masc,5
paricita 2,pp,nurtured (by); consolidated (by); fortified (by); strengthened (by); built up (by),"√ci 5 nā (gather, accumulate)",pari + √ci + ta,a pp,11
adhigama 2,masc,attainment (of); achievement (of),√gam 1 a (go),adhi + √gam + a,a masc,2
pūjā 1,fem,veneration (of); homage (to); honour (for),"√pūj 8 *e (honour, venerate)",√pūj + ā,ā fem,7
adhigaccheyya 2,opt,would experience; would feel,√gam 1 a (go),adhi + gaccha + eyya,ati pr,7
parivaṭṭa 2,masc,round; revolution; repetition; cycle,√vaṭṭ 1 a (turn),pari + √vaṭṭ + a,a masc,2
ābādha 2,masc,affliction; oppression; suffering,"√bādh 1 a (press, oppress)",ā + √bādh + a,a masc,2
care 2.1,opt,should go (among); should walk (in),"√car 1 a (move, walk)",√car + e,ati pr,7
chindati 5,pr,cuts across; breasts; fords,"√chid 2 ṃa (cut, steal)",chinda + ti,ati pr,3
yāni tāni,idiom,whoever … they; whichever … those,,,,9
yaṃ taṃ,idiom,whoever … him; whatever … that,,,,9
yasmā tasmā,idiom,because … therefore; since … that is why,,,,9
yesu tesu,idiom,among whom … among them; in which … in those,,,,9
yato tato,idiom,because … therefore; since ... thereby,,,,9
amanāpa 2,nt,unpleasant experience; something disagreeable,,na > a + manāpa,a nt,9
